planet_name,host_name,number_stars,number_planets,discovery_method,discovery_year,discovery_facility,orbital_period,semimajor_axis,planet_radius,planet_mass_E,planet_mass_J,planet_eccentricity,planet_eq_temp,star_spectype,star_teff,star_radius,star_mass,star_age,system_distance,system_vmag,system_gaiamag
K2-133 e,K2-133,1,4,Transit,2019,K2,26.5841,0.1346,1.73,3.64,0.0115,,296,M1.5 V,3655,0.455,0.461,,75.1703,14.073,13.3245
HD 211970 b,HD 211970,1,1,Radial Velocity,2019,Las Campanas Observatory,25.201,0.143,3.66,13,0.04090237,0.15,,K7 V,4127,0.574175,0.61,,13.1277,10.24,8.40444
GJ 685 b,GJ 685,1,1,Radial Velocity,2019,Roque de los Muchachos Observatory,24.16,0.1344,2.95,9,0.02831702,0,,M0.5,3816,0.54,0.55,,14.3155,9.98,9.1671
V1298 Tau b,V1298 Tau,3,4,Transit,2019,K2,24.1396,0.1688,10.27,203.4101805,0.64,0.29,677,,4941,1.407,1.135,0.023,108.199,10.115,10.0702
HD 21693 b,HD 21693,1,2,Radial Velocity,2019,La Silla Observatory,22.6786,0.1455,2.8,8.23,0.0259,0.12,,G8 V,5430,0.914378,0.8,,33.255,7.95,7.75701
KOI-1599.01,KOI-1599,1,2,Transit,2019,Kepler,20.4415,0.14728,1.9,4.6,0.01447315,0.014,660,,5833,0.972,1.02,4.7,1131.64,14.795,14.854
DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,18.57,0.1462,5.29,24.27,0.07636158,0.083,877,F8 V,6196,1.26,1.21,2.01,62.5388,7.98,7.85032
EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019,K2,18.0983,,2.17,5.35,0.0168,,,,5782.33,1.2247,1.106,,611.804,13.441,13.2026
HD 23472 b,HD 23472,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),17.667087,0.1162,2,8.32,0.02617765,0.072,543,K4 V,4684,0.71,0.67,,39.0341,9.73,9.38476
HD 15337 c,HD 15337,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),17.180546,0.1235,2.526,6.792,0.02137002,0.096,656.1,K1 V,5131,0.855,0.829,9.6,44.8155,9.1,8.85598
TOI-216.02,TOI-216,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),17.16073,0.1293,8,18.75187601,0.059,0.16,628,,5026,0.748,0.77,,177.945,12.324,12.1631
K2-292 b,K2-292,1,1,Transit,2019,K2,16.9841,0.13,2.63,24.5,0.07708523,0.04,795,G3 V,5725,1.09,1,6.8,114.293,9.885,9.75597
HD 31527 b,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,16.5535,0.1254,3.22,10.47,0.0329,0.1,,G2 V,5898,1.073694,0.96,,38.4473,7.49,7.33222
EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019,K2,15.28078,,1.26,2.13,0.00669,,756,,6004,0.98,0.99,,320.07,12.488,12.2038
HIP 54373 c,HIP 54373,1,2,Radial Velocity,2019,Las Campanas Observatory,15.144,0.099,3.57,12.44,0.03914042,0.2,,K5 V,4021,0.564998,0.57,,18.7168,10.38,9.64076
LSPM J2116+0234 b,LSPM J2116+0234,1,1,Radial Velocity,2019,Calar Alto Observatory,14.4399,0.0876,3.71,13.3,0.04184627,0.183,,M3.0 V,3475,0.431,0.43,2,17.6297,11.961,10.8595
HD 221416 b,HD 221416,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),14.2767,0.1228,9.17,60.5,0.19,0.115,789.15,K0 IV/V,5080,2.943,1.212,4.9,95.5483,8.15,7.90776
HD 51608 b,HD 51608,1,2,Radial Velocity,2019,La Silla Observatory,14.0726,0.1059,3.62,12.77,0.0402,0.09,,G7 V,5358,0.916136,0.8,,35.0553,8.17,7.96058
HD 20781 c,HD 20781,2,5,Radial Velocity,2019,La Silla Observatory,13.8905,0.1004,2.17,5.33,0.0168,0.09,,K0 V,5256,0.833609,0.7,,35.9715,8.48,8.2372
Gl 49 b,Gl 49,2,1,Radial Velocity,2019,Multiple Observatories,13.8508,0.0905,2.24,5.63,0.01771387,0.363,,M1.5 V,3805,0.511,0.515,,9.8528,9.56,8.66282
KOI-1599.02,KOI-1599,1,2,Transit,2019,Kepler,13.6088,0.112293,1.9,9,0.02831702,0.0114,755,,5833,0.972,1.02,4.7,1131.64,14.795,14.854
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,K2,13.603,0.098,2.586,7.2,0.0227,0.2,536,K3,4684,0.673,0.69,,336.25,14.81,14.4776
GJ 4276 b,GJ 4276,1,1,Radial Velocity,2019,Calar Alto Observatory,13.352,0.082,4.22,16.57,0.05213479,0.37,,M4.0,3387,0.407,0.406,6.9,21.3362,12.903,11.6605
K2-289 b,K2-289,1,1,Transit,2019,K2,13.156969,0.107,9.1,61,0.192,,753,,5529,1.025,0.953,,274.3,14.81,13.7943
HD 45184 c,HD 45184,1,2,Radial Velocity,2019,La Silla Observatory,13.1354,0.11,2.91,8.81,0.0277,0.07,,G1.5 V,5869,1.075139,1.03,6.8,21.9532,6.383,6.21037
K2-293 b,K2-293,1,1,Transit,2019,K2,13.1225,,2.45,6.57,0.0207,,750,,5532,0.947,0.958,,392.251,13.44,13.1611
GJ 411 b,GJ 411,1,2,Radial Velocity,2019,Haute-Provence Observatory,12.9394,0.07879,1.45,2.69,0.00846369,0.063,349.83,M1.5 V,3719,0.3685,0.3899,8.047,5.675773,7.49,
V1298 Tau d,V1298 Tau,3,4,Transit,2019,K2,12.4032,0.1083,6.41,98.52680617,0.31,0.21,845,,4941,1.407,1.135,0.023,108.199,10.115,10.0702
HD 20003 b,HD 20003,1,2,Radial Velocity,2019,La Silla Observatory,11.8482,0.0974,3.43,11.66,0.0367,0.36,,G8 V,5494,0.921637,0.875,,41.8316,8.39,8.19184
HD 136352 b,HD 136352,1,3,Radial Velocity,2019,La Silla Observatory,11.57797,0.0964,1.664,4.72,0.01485078,0,905,G4 V,5664,1.058,0.87,12.3,14.682,5.65,5.48495
Teegarden's Star c,Teegarden's Star,1,3,Radial Velocity,2019,Calar Alto Observatory,11.416,0.0455,1.02,1.05,0.00330367,0.04,209,M7.0 V,3034,0.12,0.097,8,3.83078,15.13,12.2746
TOI-270 d,TOI-270,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),11.379573,0.0721,2.133,4.78,0.01503956,0.032,387,M,3506,0.378,0.386,,22.4793,12.603,11.6306
HR 858 d,HR 858,2,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),11.230511,0.1046,2.001,7.1,0.0223391,0,1061,F6 V,6354,1.258,1.204,2,31.964,6.38,6.25276
TOI-172 b,TOI-172,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),9.47725,0.0914,10.816685,1722.6386,5.42,0.3806,1198,,5645,1.777,1.128,7.4,342.831,11.299,11.1927
WASP-185 b,WASP-185,1,1,Transit,2019,WASP-South,9.38755,0.0904,14.01125,311.4734,0.98,0.24,1160,G0 V,5900,1.5,1.12,6.6,279.35,11.101,10.8949
K2-290 b,K2-290,3,2,Transit,2019,K2,9.21165,0.0923,3.06,10.9,0.03429506,0,1230,,6302,1.511,1.194,4,272.909,11.114,10.8204
TOI-125 c,TOI-125,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),9.15059,0.0814,2.759,6.63,0.02086021,0.066,827.8,K0 V,5320,0.848,0.859,6.8,111.059,11.023,10.718
GJ 357 c,GJ 357,1,3,Radial Velocity,2019,Multiple Observatories,9.1247,0.061,1.66,3.4,0.01069754,,401.2,M2.5 V,3505,0.337,0.342,,9.44181,10.91,9.88036
V1298 Tau c,V1298 Tau,3,4,Transit,2019,K2,8.24958,0.0825,5.59,76.27881768,0.24,0.43,968,,4941,1.407,1.135,0.023,108.199,10.115,10.0702
DS Tuc A b,DS Tuc A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.138268,,5.7,413.179,1.3,0,850,G6 V,5428,0.964,1.01,0.045,44.0622,8.17,8.31926
EPIC 205950854 c,K2-168,1,2,Transit,2019,K2,8.050722,,1.31,2.27,0.00714,,960.6,,5502.7,0.83,0.877,,243.935,12.365,12.0976
HD 21749 c,GJ 143,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),7.78993,0.0695,0.892,3.7,0.01164144,,701,K4.5,4640,0.695,0.73,3.8,16.32,8.08,7.67906
HIP 54373 b,HIP 54373,1,2,Radial Velocity,2019,Las Campanas Observatory,7.76,0.063,2.87,8.62,0.02712142,0.2,,K5 V,4021,0.564998,0.57,,18.7168,10.38,9.64076
WASP-126 c,WASP-126,1,2,Transit Timing Variations,2019,Transiting Exoplanet Survey Satellite (TESS),7.63,,9.38,64.2,0.20199478,0.05,,G2,5800,1.27,1.12,6.4,216.526,10.994,11.0665
L 98-59 d,L 98-59,1,4,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),7.4507245,0.0486,1.521,1.94,0.00610392,0.074,416,M3 V,3415,0.303,0.273,0.8,10.6194,11.685,10.5976
K2-198 d,K2-198,1,3,Transit,2019,K2,7.4500177,,2.438,6.52,0.0205,,943.2,,5212.9,0.757,0.799,,110.567,10.971,10.9955
DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019,La Silla Observatory,6.6732,0.0662,1.41,2.58,0.00811755,0.14,854,K0 V,5138,0.91,0.87,10.9,45.23,9.066,8.854298
DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,6.584,0.0733,3.06,9.6,0.03020483,0.057,1239,F8 V,6196,1.26,1.21,2.01,62.5388,7.98,7.85032
HR 858 c,HR 858,2,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.973865,0.0687,1.979,3.8,0.01195614,0,1309,F6 V,6354,1.258,1.204,2,31.964,6.38,6.25276
HD 45184 b,HD 45184,1,2,Radial Velocity,2019,La Silla Observatory,5.8854,0.0644,3.52,12.19,0.0384,0.07,,G1.5 V,5869,1.075139,1.03,6.8,21.9532,6.383,6.21037
TOI-150.01,TOI-150,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.857487,0.07037,14.067295,797.7533,2.51,0.262,1404.5,F,6255,1.526,1.351,2.346,336.267,11.39,11.3408
G 9-40 b,G 9-40,1,1,Transit,2019,K2,5.7459982,0.0418,1.9,4,0.01258541,0,440.6,M2.5 V,3395,0.3026,0.2952,9.9,27.9276,13.821,12.7331
TOI-270 c,TOI-270,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.6605731,0.04526,2.355,6.15,0.01935006,0.027,488,M,3506,0.378,0.386,,22.4793,12.603,11.6306
WASP-169 b,WASP-169,1,1,Transit,2019,WASP-South,5.6114118,0.0681,14.616536,178.30263,0.561,0,1604,F8,6110,2.011,1.337,3.802,627.066,12.167,11.7206
KELT-24 b,KELT-24,2,1,Transit,2019,KELT-North,5.55149296,0.0665,12.71098411,1458.832388,4.59,0.0319,1391,F7,6426,1.338,1.268,1.98,96.5173,8.34,8.23752
DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,5.516,0.0651,1.86,4.13,0.01299437,0.07,1314,F8 V,6196,1.26,1.21,2.01,62.5388,7.98,7.85032
WASP-166 b,WASP-166,1,1,Transit,2019,WASP-South,5.44354,0.0641,7.06167,32.10083,0.101,0,1270,F9 V,6050,1.22,1.19,2.1,114.173,9.351,9.257
WASP-190 b,WASP-190,1,1,Transit,2019,WASP-South,5.367753,0.0663,12.89035,317.83,1,0,1500,F6 IV-V,6400,1.6,1.35,,542.251,11.645,11.6333
LTT 1445 A b,LTT 1445 A,3,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.35876,0.022,1.18,2.73,0.00858954,0.18,555,M3.0,3340,0.265,0.257,,6.86929,10.59,10.0469
HD 20781 b,HD 20781,2,5,Radial Velocity,2019,La Silla Observatory,5.3135,0.0529,1.21,1.93,0.0061,0.1,,K0 V,5256,0.833609,0.7,,35.9715,8.48,8.2372
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019,K2,5.2986,,1.7,3.53,0.0111,,,,4114,0.5,0.565,,451.769,16.59,15.9752
DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019,Multiple Facilities,5.2072,0.0664,14.3,138.89171,0.437,0.078,1000,F5 V,6500,1.78,1.44,2,137.94,8.57,8.45824
WASP-184 b,WASP-184,1,1,Transit,2019,WASP-South,5.1817,0.0627,14.90797,181.1631,0.57,0,1480,G0 V,6000,1.65,1.23,4.7,663.231,12.771,12.5673
LP 791-18 c,LP 791-18,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.9899093,0.02961,2.438,7.1,0.0223391,0.00008,324.4,M(6.1 +/- 0.7) V,2960,0.182,0.139,0.5,26.4927,16.91,15.0715
Teegarden's Star b,Teegarden's Star,1,3,Radial Velocity,2019,Calar Alto Observatory,4.90634,0.0259,1.05,1.16,0.00364977,0.03,277,M7.0 V,3034,0.12,0.097,8,3.83078,15.13,12.2746
HAT-P-69 b,HAT-P-69,1,1,Transit,2019,HATNet,4.7869491,0.06555,18.786284,1137.8314,3.58,0,1930,,7394,1.926,1.648,1.27,341.263,9.774,9.77332
HD 213885 c,HD 213885,1,2,Radial Velocity,2019,Multiple Observatories,4.78503,0.056798,4.71,19.95,0.06276941,0,1265.4,G,5978,1.1011,1.068,3.8,48.0883,7.95,7.80173
HD 15337 b,HD 15337,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.7559804,0.05245,1.77,6.519,0.02051107,0.058,1001,K1 V,5131,0.855,0.829,9.6,44.8155,9.1,8.85598
TOI-125 b,TOI-125,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.65382,0.05186,2.726,9.5,0.02989019,0.194,1037,K0 V,5320,0.848,0.859,6.8,111.059,11.023,10.718
WASP-181 b,WASP-181,1,1,Transit,2019,SuperWASP,4.5195064,0.05427,13.271456,95.03117,0.299,,1186,G2,5839,0.965,1.04,2.5,437.495,12.924,12.783
EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019,K2,4.50756,,1.7,3.53,0.0111,,,,5724,0.823,0.928,,369.888,13.096,12.9682
NGTS-9 b,NGTS-9,1,1,Transit,2019,Next-Generation Transit Survey (NGTS),4.43527,0.058,11.99363,921.707,2.9,0.06,1448,F8 V,6330,1.38,1.34,0.96,609.128,12.868,12.6547
K2-32 e,K2-32,2,4,Transit,2019,K2,4.34934,0.04899,1.212,2.1,0.00660734,0.043,1066,G9 V,5271,0.86,0.83,7.9,157.682,12.304,12.0036
HATS-56 b,HATS-56,1,1,Transit,2019,HATSouth,4.324799,0.06043,18.920792,191.33366,0.602,0.019,1902,,6536,2.201,1.573,1.894,564.409,11.477,11.4877
TOI-163 b,TOI-163,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.231306,0.058,16.690201,387.7526,1.22,0,1669,F,6495,1.648,1.4352,1.823,411.719,11.467,11.2193
HATS-58 A b,HATS-58 A,2,1,Transit,2019,HATSouth,4.2180896,0.05798,12.273855,327.3649,1.03,0.168,1721,,7175,1.433,1.461,0.31,403.591,11.572,11.7679
HATS-55 b,HATS-55,1,1,Transit,2019,HATSouth,4.2042001,0.05412,14.022459,292.72143,0.921,0.092,1367,,6214,1.126,1.1955,0.4,609.838,13.525,13.3498
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,K2,4.1698,0.035,1.04,1.12,0.00352,,,,5053,0.628461,0.802,,436.488,14.983,14.5885
HD 2685 b,HD 2685,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.12688,0.0568,16.14096,371.8611,1.17,0.091,2061,,6801,1.56,1.43,1.31,196.852,9.595,9.52025
WASP-183 b,WASP-183,1,1,Transit,2019,SuperWASP,4.1117771,0.04632,16.47723,159.55066,0.502,,1111,G9,5440,0.885304,0.784,14.9,325.377,13.081,12.8148
K2-146 c,K2-146,1,2,Transit,2019,K2,4.00498,0.0327,2.19,7.49,0.02358,0.075,,M3.0 V,3385,0.33,0.331,5,79.3002,16.7,14.9834
EPIC 201833600 c,K2-50,1,2,Transit,2019,K2,3.96151,,1,0.972,0.00306,,,,4292.67,0.634,0.611,,257.443,14.705,14.2575
GJ 357 b,GJ 357,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.9306,0.036,1.2,1.84,0.00578926,,518,M2.5 V,3505,0.337,0.342,,9.44181,10.91,9.88036
Kepler-1658 b,Kepler-1658,1,1,Transit,2019,Kepler,3.849372784,0.0544,11.99363,1868.8404,5.88,0.0628,2034,,6216,2.891,1.447,2.01,788.238,11.62,11.42
Gl 378 b,Gl 378,1,1,Radial Velocity,2019,Haute-Provence Observatory,3.822,0.039435,3.66,13.02,0.0409653,0.109,830,M1,3879,0.56,0.56,,14.9545,10.03,9.26515
WASP-171 b,WASP-171,1,1,Transit,2019,WASP-South,3.8186244,0.0504,10.98482,344.52772,1.084,0,1642,G0,5965,1.637,1.171,5.908,757.84,12.612,12.4407
EPIC 201615463 c,K2-166,1,2,Transit,2019,K2,3.80464,,1.22,1.98,0.00624,,,,5942.5,1.599388,1.073,,476.882,12.081,11.9456
Qatar-8 b,Qatar-8,1,1,Transit,2019,Qatar,3.71495,0.0474,14.403565,117.91493,0.371,0,1457,G0 V,5738,1.315,1.029,8.3,281.498,11.71,11.3494
L 98-59 c,L 98-59,1,4,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.6906777,0.0304,1.385,2.22,0.0069849,0.103,553,M3 V,3415,0.303,0.273,0.8,10.6194,11.685,10.5976
HR 858 b,HR 858,2,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.585287,0.04888,2.004,3.55,0.01116955,0,1552,F6 V,6354,1.258,1.204,2,31.964,6.38,6.25276
WASP-180 A b,WASP-180 A,2,1,Transit,2019,SuperWASP,3.409264,0.048,13.89916,286.047,0.9,0,1540,F7 V,6600,1.19,1.3,1.2,253.985,10.655,10.9134
K2-308 b,K2-308,1,1,Transit,2019,K2,3.38628,,9.916,70.6,0.222,,1213.76,,6100,1.24,1.09,,1314.53,15.072,14.8949
WASP-182 b,WASP-182,1,1,Transit,2019,WASP-South,3.3769848,0.0451,9.52765,47.03884,0.148,0,1479,G5,5638,1.34,1.076,5.952,327.602,11.98,11.917
TOI-270 b,TOI-270,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.3601538,0.03197,1.206,1.58,0.00497124,0.034,581,M,3506,0.378,0.386,,22.4793,12.603,11.6306
K2-198 c,K2-198,1,3,Transit,2019,K2,3.3596055,,1.423,2.61,0.00822,,1229.9,,5212.9,0.757,0.799,,110.567,10.971,10.9955
NGTS-5 b,NGTS-5,1,1,Transit,2019,Next-Generation Transit Survey (NGTS),3.3569866,0.0382,12.733424,72.78307,0.229,0,952,K2 V,4987,0.739,0.661,,306.779,13.789,13.526
WASP-178 b,WASP-178,1,1,Transit,2019,WASP-South,3.3448285,0.0558,20.28829,527.5978,1.66,0,2470,A1 IV-V,9360,1.67,2.07,0.43,427.678,9.946,9.91226
HD 202772 A b,HD 202772 A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.308958,0.05208,17.317905,323.23311,1.017,0.038,2132,,6272,2.591,1.72,1.7,161.498,8.324,8.22688
HD 134060 b,HD 134060,1,2,Radial Velocity,2019,La Silla Observatory,3.2696,0.0444,3.16,10.1,0.0318,0.45,,G3 IV,5966,1.164285,1.095,5.6,24.0125,6.29,6.13951
HD 39855 b,HD 39855,1,1,Radial Velocity,2019,Las Campanas Observatory,3.2498,0.041,2.85,8.5,0.02674386,0.14,,G8 V,5576,0.744665,0.87,,23.2599,7.51,7.32113
WASP-177 b,WASP-177,1,1,Transit,2019,SuperWASP,3.071722,0.03957,17.71022,161.45764,0.508,,1142,K2,5017,0.885,0.876,9.7,176.818,12.312,12.0715
WASP-175 b,WASP-175,1,1,Transit,2019,WASP-South,3.0652907,0.04403,13.540472,314.6517,0.99,0,1571,F7,6229,1.204,1.212,1.745,539.36,12.959,12.7065
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,2.882,0.0422,1.65,3.35,0.01054023,0.07,1632,F8 V,6196,1.26,1.21,2.01,62.5388,7.98,7.85032
WASP-192 b,WASP-192,1,1,Transit,2019,WASP-South,2.8786765,0.0408,13.78707,731.009,2.3,0,1620,G0 V,5910,1.32,1.09,5.7,508.885,12.678,12.5347
EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019,K2,2.87814,,1.01,1.01,0.00317,,,,3489,0.37344,0.221,,161.365,17.89,16.0689
